Landform,Age,Uncertainty 1,Uncertainty 2,Sample name,Latitude,Longitude
Soum d'Ech Inner1,26.134367261809114,2.0366264402964216,2.0366264402964216,L-96,43.08742,-0.08366
Soum d'Ech Inner1,28.606577005569807,2.0502544440512267,2.0502544440512267,L-97,43.08762,-0.08401
Soum d'Ech Inner1,18.090708346261657,2.013167215668875,2.013167215668875,L-100,43.0874,-0.0851
Soum d'Ech Inner2,28.472063223560326,2.0494370833138897,2.0494370833138897,L-11,43.084579999999995,-0.08918
Soum d'Ech Inner2,26.00561550603984,2.035998019143153,2.035998019143153,L-12,43.08442,-0.08903
Soum d'Ech Inner2,22.536528461262872,2.0221400220400034,2.0221400220400034,L-13,43.084379999999996,-0.08852
Soum d'Ech Inner2,28.67623079200694,2.0506810948504226,2.0506810948504226,L-14,43.08449,-0.08826
Soum d'Ech Inner2,29.406565590494306,2.0552941542504075,2.0552941542504075,L-15,43.08466,-0.08855
Soum d'Ech Inner2,19.791934691466533,2.0154251989529417,2.0154251989529417,L-16,43.08471,-0.08822
Soum d'Ech Inner2,21.103420226131078,2.018162091339889,2.018162091339889,L-24,43.084990000000005,-0.08786000000000001
Soum d'Ech Inner2,22.3426961477837,2.021541900117196,2.021541900117196,L-25,43.08487,-0.08759
Soum d'Ech Inner2,24.48169402291101,2.0291777515071807,2.0291777515071807,L-26,43.0851,-0.08731
Soum d'Ech Inner2,23.64943115011722,2.025936599032637,2.025936599032637,L-27,43.08526,-0.08749
Soum d'Ech Inner2,27.16584192865879,2.0419526411699853,2.0419526411699853,L-35,43.08543,-0.08681
Soum d'Ech Inner2,22.306392501697296,2.0214319619483496,2.0214319619483496,L-36,43.08567,-0.08675
Soum d'Ech Inner2,22.762757394553084,2.022861828724632,2.022861828724632,L-37,43.08571,-0.08635
Soum d'Ech Inner2,28.272496427216097,2.0482404206149294,2.0482404206149294,L-38,43.08559,-0.08631
Soum d'Ech Inner2,23.71345944735016,2.0261737627582375,2.0261737627582375,L-39,43.08552,-0.0861
Soum d'Ech Inner2,24.585255239811502,2.02960503038997,2.02960503038997,L-40,43.08546,-0.08597
Soum d'Ech Inner2,15.974291852887314,2.0124016721919773,2.0124016721919773,L-41,43.08569,-0.08586
Soum d'Ech Inner2,19.14207204754767,2.0143901183812623,2.0143901183812623,L-42,43.08592,-0.08595
Soum d'Ech Inner2,28.87644759873585,2.051920409255617,2.051920409255617,L-43,43.08602,-0.08606
Soum d'Ech Inner2,24.58684130130194,2.0296116154278687,2.0296116154278687,L-44,43.08615,-0.08601
Soum d'Ech Inner2,29.99544533926135,2.059198466125083,2.059198466125083,L-45,43.086040000000004,-0.08575
Soum d'Ech Inner2,24.31201931525824,2.0284891500771516,2.0284891500771516,L-46,43.08616,-0.08575
Soum d'Ech Inner2,23.429287943062768,2.0251367086182017,2.0251367086182017,L-47,43.08602,-0.08562
Soum d'Ech Inner2,27.136044578871207,2.0417915228434196,2.0417915228434196,L-48,43.08612,-0.08527
Soum d'Ech Inner2,25.29980787699599,2.032697285492524,2.032697285492524,L-49,43.08633,-0.08544
Soum d'Ech Inner2,26.989119517000436,2.0410033759688684,2.0410033759688684,L-50,43.08638,-0.08561
Soum d'Ech Inner2,24.735848723312532,2.030235804195244,2.030235804195244,L-86,43.08817,-0.08165
Soum d'Ech Inner2,31.620926227792197,2.0708232363222976,2.0708232363222976,L-87,43.087990000000005,-0.08155
Soum d'Ech Inner2,27.981537117661976,2.046530026085843,2.046530026085843,L-88,43.08804,-0.08204
Soum d'Ech Inner2,28.297864894019213,2.048391476990806,2.048391476990806,L-89,43.08797,-0.08232
Soum d'Ech Inner2,26.40235588810476,2.0379604238327116,2.0379604238327116,L-90,43.087759999999996,-0.08216
Soum d'Ech Inner2,25.051603711807232,2.0315946716718036,2.0315946716718036,L-91,43.08801,-0.08276
Soum d'Ech Inner2,26.74805239407977,2.0397329328283864,2.0397329328283864,L-92,43.087590000000006,-0.08262
Soum d'Ech Inner2,31.200338697470027,2.067696743747051,2.067696743747051,L-93,43.08773,-0.08323
Soum d'Ech Inner2,28.740261562509534,2.0510753513994477,2.0510753513994477,L-94,43.0879,-0.08327000000000001
Soum d'Ech Inner2,30.649480054143336,2.0637268425031094,2.0637268425031094,L-95,43.08752,-0.08311
Soum d'Ech Inner2,25.355219961581007,2.0329475818597693,2.0329475818597693,L-96,43.08742,-0.08366
Soum d'Ech Inner2,24.725712250609266,2.0301929954858586,2.0301929954858586,L-97,43.08762,-0.08401
Soum d'Ech Inner2,17.65764083900888,2.012826035185858,2.012826035185858,L-100,43.0874,-0.0851
Soum d'Ech Inner3,31.22578598793435,2.0678835659225605,2.0678835659225605,L-11,43.084579999999995,-0.08918
Soum d'Ech Inner3,25.385543096426748,2.033085190037753,2.033085190037753,L-12,43.08442,-0.08903
Soum d'Ech Inner3,21.489006704417097,2.0191312106735126,2.0191312106735126,L-13,43.084379999999996,-0.08852
Soum d'Ech Inner3,25.55781863681246,2.033875554964625,2.033875554964625,L-14,43.08449,-0.08826
Soum d'Ech Inner3,29.923610693247415,2.058713400459251,2.058713400459251,L-15,43.08466,-0.08855
Soum d'Ech Inner3,24.69567599961684,2.0300664429246864,2.0300664429246864,L-16,43.08471,-0.08822
Soum d'Ech Inner3,24.774333901030563,2.0303987975802182,2.0303987975802182,L-24,43.084990000000005,-0.08786000000000001
Soum d'Ech Inner3,25.842777353378974,2.0352148376615626,2.0352148376615626,L-25,43.08487,-0.08759
Soum d'Ech Inner3,26.24142731982213,2.037155154694952,2.037155154694952,L-26,43.0851,-0.08731
Soum d'Ech Inner3,25.92693662385781,2.035617987544322,2.035617987544322,L-27,43.08526,-0.08749
Soum d'Ech Inner3,25.423542327579245,2.033258270331328,2.033258270331328,L-35,43.08543,-0.08681
Soum d'Ech Inner3,27.084875579129125,2.0415158495816743,2.0415158495816743,L-36,43.08567,-0.08675
Soum d'Ech Inner3,18.78306678263728,2.013909727636777,2.013909727636777,L-37,43.08571,-0.08635
Soum d'Ech Inner3,25.416419220380778,2.0332257717402396,2.0332257717402396,L-38,43.08559,-0.08631
Soum d'Ech Inner3,24.904339290272024,2.0309547991209187,2.0309547991209187,L-39,43.08552,-0.0861
Soum d'Ech Inner3,25.975186982833907,2.035850685413492,2.035850685413492,L-40,43.08546,-0.08597
Soum d'Ech Inner3,17.247403296752136,2.0125903864110892,2.0125903864110892,L-41,43.08569,-0.08586
Soum d'Ech Inner3,22.781019057006837,2.022921207935183,2.022921207935183,L-42,43.08592,-0.08595
Soum d'Ech Inner3,30.791409092541528,2.06473609525878,2.06473609525878,L-43,43.08602,-0.08606
Soum d'Ech Inner3,22.983906126902664,2.023592092815707,2.023592092815707,L-44,43.08615,-0.08601
Soum d'Ech Inner3,27.71354636192359,2.044990713465947,2.044990713465947,L-45,43.086040000000004,-0.08575
Soum d'Ech Inner3,24.9527427282485,2.0311639365843153,2.0311639365843153,L-46,43.08616,-0.08575
Soum d'Ech Inner3,19.871959218416247,2.015567390271059,2.015567390271059,L-47,43.08602,-0.08562
Soum d'Ech Inner3,24.00459700035357,2.027277791877662,2.027277791877662,L-48,43.08612,-0.08527
Soum d'Ech Inner3,29.1028929464109,2.053345151330988,2.053345151330988,L-49,43.08633,-0.08544
Soum d'Ech Inner3,28.813865782137643,2.0515309773206454,2.0515309773206454,L-50,43.08638,-0.08561
Soum d'Ech Inner3,28.80482981997731,2.051474903295765,2.051474903295765,L-86,43.08817,-0.08165
Soum d'Ech Inner3,28.193812337644957,2.0477738632527993,2.0477738632527993,L-87,43.087990000000005,-0.08155
Soum d'Ech Inner3,30.262829478766413,2.0610254088852895,2.0610254088852895,L-88,43.08804,-0.08204
Soum d'Ech Inner3,24.608540055224793,2.0297018294023195,2.0297018294023195,L-89,43.08797,-0.08232
Soum d'Ech Inner3,29.212186082599604,2.054041548587259,2.054041548587259,L-90,43.087759999999996,-0.08216
Soum d'Ech Inner3,25.06294774048559,2.031644405088203,2.031644405088203,L-91,43.08801,-0.08276
Soum d'Ech Inner3,25.921200913440078,2.0355904015803414,2.0355904015803414,L-92,43.087590000000006,-0.08262
Soum d'Ech Inner3,31.085091836411348,2.066854441257635,2.066854441257635,L-93,43.08773,-0.08323
Soum d'Ech Inner3,29.40783512307735,2.0553023943511,2.0553023943511,L-94,43.0879,-0.08327000000000001
Soum d'Ech Inner3,29.443025569258193,2.0555311084073438,2.0555311084073438,L-95,43.08752,-0.08311
Soum d'Ech Inner3,22.49233690983681,2.0220020060448496,2.0220020060448496,L-96,43.08742,-0.08366
Soum d'Ech Inner3,24.733123108761703,2.0302242883022963,2.0302242883022963,L-97,43.08762,-0.08401
Soum d'Ech Inner3,15.742836291080305,2.012455545061328,2.012455545061328,L-100,43.0874,-0.0851
Soum d'Ech Inner4,28.50477799276261,2.049635073613033,2.049635073613033,L-11,43.084579999999995,-0.08918
Soum d'Ech Inner4,30.92165273659702,2.0656705648090794,2.0656705648090794,L-12,43.08442,-0.08903
Soum d'Ech Inner4,21.482046887029874,2.0191130571585707,2.0191130571585707,L-13,43.084379999999996,-0.08852
Soum d'Ech Inner4,22.29814881828718,2.0214070893852356,2.0214070893852356,L-14,43.08449,-0.08826
Soum d'Ech Inner4,34.10267112239912,2.090932549218101,2.090932549218101,L-15,43.08466,-0.08855
Soum d'Ech Inner4,22.13879906420562,2.0209329786890358,2.0209329786890358,L-16,43.08471,-0.08822
Soum d'Ech Inner4,20.514878716238638,2.0168268398195517,2.0168268398195517,L-24,43.084990000000005,-0.08786000000000001
Soum d'Ech Inner4,27.371688316352753,2.043077432300982,2.043077432300982,L-25,43.08487,-0.08759
Soum d'Ech Inner4,26.051921367064576,2.036223099125941,2.036223099125941,L-26,43.0851,-0.08731
Soum d'Ech Inner4,27.933126811814738,2.0462494004627185,2.0462494004627185,L-27,43.08526,-0.08749
Soum d'Ech Inner4,28.660200411188388,2.050582698094544,2.050582698094544,L-35,43.08543,-0.08681
Soum d'Ech Inner4,28.673665992361947,2.050665343480524,2.050665343480524,L-36,43.08567,-0.08675
Soum d'Ech Inner4,20.35713118340027,2.016498551313197,2.016498551313197,L-37,43.08571,-0.08635
Soum d'Ech Inner4,24.873142575847655,2.030820618720392,2.030820618720392,L-38,43.08559,-0.08631
Soum d'Ech Inner4,29.142460483440768,2.053596611605041,2.053596611605041,L-39,43.08552,-0.0861
Soum d'Ech Inner4,26.0593202289472,2.0362591600838584,2.0362591600838584,L-40,43.08546,-0.08597
Soum d'Ech Inner4,18.758091448913635,2.013878730158406,2.013878730158406,L-41,43.08569,-0.08586
Soum d'Ech Inner4,20.669266284090714,2.0171602583898833,2.0171602583898833,L-42,43.08592,-0.08595
Soum d'Ech Inner4,26.436940314767078,2.0381351296570025,2.0381351296570025,L-43,43.08602,-0.08606
Soum d'Ech Inner4,24.39601673793873,2.028828263620499,2.028828263620499,L-44,43.08615,-0.08601
Soum d'Ech Inner4,24.4518241058911,2.0290554967244483,2.0290554967244483,L-45,43.086040000000004,-0.08575
Soum d'Ech Inner4,25.060868896658942,2.031635286477841,2.031635286477841,L-46,43.08616,-0.08575
Soum d'Ech Inner4,24.20369902329572,2.0280569912790685,2.0280569912790685,L-47,43.08602,-0.08562
Soum d'Ech Inner4,26.315172507146244,2.0375225991200443,2.0375225991200443,L-48,43.08612,-0.08527
Soum d'Ech Inner4,27.74897041755871,2.0451921994637288,2.0451921994637288,L-49,43.08633,-0.08544
Soum d'Ech Inner4,24.945157721499477,2.0311310876759614,2.0311310876759614,L-50,43.08638,-0.08561
Soum d'Ech Inner4,26.3991025255705,2.037944019238849,2.037944019238849,L-86,43.08817,-0.08165
Soum d'Ech Inner4,27.331033587725482,2.0428536594853335,2.0428536594853335,L-87,43.087990000000005,-0.08155
Soum d'Ech Inner4,25.821874549573103,2.0351152440539515,2.0351152440539515,L-88,43.08804,-0.08204
Soum d'Ech Inner4,27.01743451077445,2.041154450669707,2.041154450669707,L-89,43.08797,-0.08232
Soum d'Ech Inner4,28.47610993510054,2.0494615462665604,2.0494615462665604,L-90,43.087759999999996,-0.08216
Soum d'Ech Inner4,26.030409392788933,2.03611840497392,2.03611840497392,L-91,43.08801,-0.08276
Soum d'Ech Inner4,28.258503115184098,2.048157229802179,2.048157229802179,L-92,43.087590000000006,-0.08262
Soum d'Ech Inner4,26.72447208322824,2.039610179381206,2.039610179381206,L-93,43.08773,-0.08323
Soum d'Ech Inner4,23.98887193571772,2.0272170871926187,2.0272170871926187,L-94,43.0879,-0.08327000000000001
Soum d'Ech Inner4,26.591055179156587,2.038920738893319,2.038920738893319,L-95,43.08752,-0.08311
Soum d'Ech Inner4,24.020514312597648,2.0273393634610866,2.0273393634610866,L-96,43.08742,-0.08366
Soum d'Ech Inner4,25.08689995007206,2.031749622144255,2.031749622144255,L-97,43.08762,-0.08401
Soum d'Ech Inner4,19.0035823965317,2.0141970902787367,2.0141970902787367,L-100,43.0874,-0.0851
Soum d'Ech Inner5,26.091347969769323,2.0364155671792386,2.0364155671792386,L-11,43.084579999999995,-0.08918
Soum d'Ech Inner5,28.38075583322787,2.0488872048499127,2.0488872048499127,L-12,43.08442,-0.08903
Soum d'Ech Inner5,24.324056865441136,2.028537533826689,2.028537533826689,L-13,43.084379999999996,-0.08852
Soum d'Ech Inner5,27.27482740822138,2.04254560586382,2.04254560586382,L-14,43.08449,-0.08826
Soum d'Ech Inner5,26.82648053926816,2.0401431561780976,2.0401431561780976,L-15,43.08466,-0.08855
Soum d'Ech Inner5,22.34140687058548,2.0215379845273884,2.0215379845273884,L-16,43.08471,-0.08822
Soum d'Ech Inner5,25.85352985993917,2.0352661524356317,2.0352661524356317,L-24,43.084990000000005,-0.08786000000000001
Soum d'Ech Inner5,22.071722564766937,2.0207372039459273,2.0207372039459273,L-25,43.08487,-0.08759
Soum d'Ech Inner5,21.639009607021414,2.0195283695709914,2.0195283695709914,L-26,43.0851,-0.08731
Soum d'Ech Inner5,33.930781575603824,2.089449152713399,2.089449152713399,L-27,43.08526,-0.08749
Soum d'Ech Inner5,26.825418966009195,2.0401375835881503,2.0401375835881503,L-35,43.08543,-0.08681
Soum d'Ech Inner5,26.182571772541458,2.0368638046893506,2.0368638046893506,L-36,43.08567,-0.08675
Soum d'Ech Inner5,24.718268667261352,2.0301615917541564,2.0301615917541564,L-37,43.08571,-0.08635
Soum d'Ech Inner5,25.59307451305257,2.0340390969355986,2.0340390969355986,L-38,43.08559,-0.08631
Soum d'Ech Inner5,27.662060917126556,2.044698952809847,2.044698952809847,L-39,43.08552,-0.0861
Soum d'Ech Inner5,27.413686620905015,2.0433094404564294,2.0433094404564294,L-40,43.08546,-0.08597
Soum d'Ech Inner5,13.310026734527744,2.01466186870961,2.01466186870961,L-41,43.08569,-0.08586
Soum d'Ech Inner5,23.01333180415478,2.0236910973712536,2.0236910973712536,L-42,43.08592,-0.08595
Soum d'Ech Inner5,28.307733825357705,2.048450324982259,2.048450324982259,L-43,43.08602,-0.08606
Soum d'Ech Inner5,25.18057077424161,2.032163809098744,2.032163809098744,L-44,43.08615,-0.08601
Soum d'Ech Inner5,28.256097962291292,2.0481429405427,2.0481429405427,L-45,43.086040000000004,-0.08575
Soum d'Ech Inner5,26.497894183295582,2.038444462055964,2.038444462055964,L-46,43.08616,-0.08575
Soum d'Ech Inner5,19.70369061870971,2.015272145878184,2.015272145878184,L-47,43.08602,-0.08562
Soum d'Ech Inner5,28.000516733665258,2.046640355391058,2.046640355391058,L-48,43.08612,-0.08527
Soum d'Ech Inner5,26.942872131704284,2.040757459984394,2.040757459984394,L-49,43.08633,-0.08544
Soum d'Ech Inner5,30.31474209691541,2.0613840196847826,2.0613840196847826,L-50,43.08638,-0.08561
Soum d'Ech Inner5,29.186977950717782,2.053880421705024,2.053880421705024,L-86,43.08817,-0.08165
Soum d'Ech Inner5,26.83900992041066,2.040208968908745,2.040208968908745,L-87,43.087990000000005,-0.08155
Soum d'Ech Inner5,28.73026665195799,2.0510136805568857,2.0510136805568857,L-88,43.08804,-0.08204
Soum d'Ech Inner5,26.1159620587758,2.0365361104926243,2.0365361104926243,L-89,43.08797,-0.08232
Soum d'Ech Inner5,24.62328390357404,2.0297632605150606,2.0297632605150606,L-90,43.087759999999996,-0.08216
Soum d'Ech Inner5,28.0376125186696,2.0468564954641764,2.0468564954641764,L-91,43.08801,-0.08276
Soum d'Ech Inner5,25.70313929917787,2.0345535777557506,2.0345535777557506,L-92,43.087590000000006,-0.08262
Soum d'Ech Inner5,30.282172643974295,2.061158882421071,2.061158882421071,L-93,43.08773,-0.08323
Soum d'Ech Inner5,24.529410789745413,2.029373966155024,2.029373966155024,L-94,43.0879,-0.08327000000000001
Soum d'Ech Inner5,29.99495889677294,2.0591951732024154,2.0591951732024154,L-95,43.08752,-0.08311
Soum d'Ech Inner5,22.341080334798782,2.021536992956085,2.021536992956085,L-96,43.08742,-0.08366
Soum d'Ech Inner5,25.7158695376148,2.0346134664191147,2.0346134664191147,L-97,43.08762,-0.08401
Soum d'Ech Inner5,19.13711927464767,2.0143830481671703,2.0143830481671703,L-100,43.0874,-0.0851
Soum d'Ech Inner6,28.59653165728251,2.050193104885412,2.050193104885412,L-11,43.084579999999995,-0.08918
Soum d'Ech Inner6,25.286352054196847,2.0326367332179336,2.0326367332179336,L-12,43.08442,-0.08903
Soum d'Ech Inner6,24.032002925624,2.0273838818635777,2.0273838818635777,L-13,43.084379999999996,-0.08852
Soum d'Ech Inner6,25.47768471069628,2.033506104779786,2.033506104779786,L-14,43.08449,-0.08826
Soum d'Ech Inner6,27.744058701168445,2.0451642262996996,2.0451642262996996,L-15,43.08466,-0.08855
Soum d'Ech Inner6,18.798592343138054,2.0139291556456675,2.0139291556456675,L-16,43.08471,-0.08822
Soum d'Ech Inner6,21.882960809243134,2.0201983490520496,2.0201983490520496,L-24,43.084990000000005,-0.08786000000000001
Soum d'Ech Inner6,25.518056597450016,2.033691841841745,2.033691841841745,L-25,43.08487,-0.08759
Soum d'Ech Inner6,23.686541562106417,2.026073809818589,2.026073809818589,L-26,43.0851,-0.08731
Soum d'Ech Inner6,28.943128863906868,2.052337409985457,2.052337409985457,L-27,43.08526,-0.08749
Soum d'Ech Inner6,26.33972870196492,2.0376455423568514,2.0376455423568514,L-35,43.08543,-0.08681
Soum d'Ech Inner6,24.965800879708638,2.031220554798845,2.031220554798845,L-36,43.08567,-0.08675
Soum d'Ech Inner6,19.716053240751034,2.0152933514577547,2.0152933514577547,L-37,43.08571,-0.08635
Soum d'Ech Inner6,26.09285403178024,2.0364229343577582,2.0364229343577582,L-38,43.08559,-0.08631
Soum d'Ech Inner6,26.768287061168913,2.0398384852537106,2.0398384852537106,L-39,43.08552,-0.0861
Soum d'Ech Inner6,24.58689372573092,2.0296118331057347,2.0296118331057347,L-40,43.08546,-0.08597
Soum d'Ech Inner6,18.973082264402205,2.0141558804899002,2.0141558804899002,L-41,43.08569,-0.08586
Soum d'Ech Inner6,18.997967392184634,2.0141894683623964,2.0141894683623964,L-42,43.08592,-0.08595
Soum d'Ech Inner6,27.955594777713575,2.0463795027584175,2.0463795027584175,L-43,43.08602,-0.08606
Soum d'Ech Inner6,22.479370672779556,2.0219616957879643,2.0219616957879643,L-44,43.08615,-0.08601
Soum d'Ech Inner6,29.388299653403667,2.0551756811379884,2.0551756811379884,L-45,43.086040000000004,-0.08575
Soum d'Ech Inner6,22.47561502586355,2.021950035673438,2.021950035673438,L-46,43.08616,-0.08575
Soum d'Ech Inner6,21.332357429072918,2.0187284970954167,2.0187284970954167,L-47,43.08602,-0.08562
Soum d'Ech Inner6,25.64468757812602,2.0342796146887436,2.0342796146887436,L-48,43.08612,-0.08527
Soum d'Ech Inner6,25.202725734297555,2.0322624034341263,2.0322624034341263,L-49,43.08633,-0.08544
Soum d'Ech Inner6,23.80290824229753,2.026508490887364,2.026508490887364,L-50,43.08638,-0.08561
Soum d'Ech Inner6,30.25375112164402,2.060962826365811,2.060962826365811,L-86,43.08817,-0.08165
Soum d'Ech Inner6,29.214219501411982,2.054054559110045,2.054054559110045,L-87,43.087990000000005,-0.08155
Soum d'Ech Inner6,25.765897683423105,2.034849590119405,2.034849590119405,L-88,43.08804,-0.08204
Soum d'Ech Inner6,27.98140290208,2.0465292465026357,2.0465292465026357,L-89,43.08797,-0.08232
Soum d'Ech Inner6,26.221425852111302,2.03705595257966,2.03705595257966,L-90,43.087759999999996,-0.08216
Soum d'Ech Inner6,28.59130408898597,2.050161203291866,2.050161203291866,L-91,43.08801,-0.08276
Soum d'Ech Inner6,24.394383887471914,2.0288216382526842,2.0288216382526842,L-92,43.087590000000006,-0.08262
Soum d'Ech Inner6,28.15689630311149,2.04755599505645,2.04755599505645,L-93,43.08773,-0.08323
Soum d'Ech Inner6,27.295447898088007,2.0426584445328935,2.0426584445328935,L-94,43.0879,-0.08327000000000001
Soum d'Ech Inner6,28.048264345334335,2.0469186811596103,2.0469186811596103,L-95,43.08752,-0.08311
Soum d'Ech Inner6,25.509360561664526,2.0336517668040197,2.0336517668040197,L-96,43.08742,-0.08366
Soum d'Ech Inner6,27.36971828285995,2.043066570347561,2.043066570347561,L-97,43.08762,-0.08401
Soum d'Ech Inner6,15.919735723359716,2.0124119267642566,2.0124119267642566,L-100,43.0874,-0.0851
Soum d'Ech Inner7,26.571138330510173,2.0388185606067526,2.0388185606067526,L-11,43.084579999999995,-0.08918
Soum d'Ech Inner7,27.026316152293113,2.0412019188581363,2.0412019188581363,L-12,43.08442,-0.08903
Soum d'Ech Inner7,22.641536109922036,2.022471884460322,2.022471884460322,L-13,43.084379999999996,-0.08852
Soum d'Ech Inner7,24.093011124804185,2.027621383994819,2.027621383994819,L-14,43.08449,-0.08826
Soum d'Ech Inner7,33.58403091486605,2.086497428956312,2.086497428956312,L-15,43.08466,-0.08855
Soum d'Ech Inner7,22.065850553651497,2.020720172554447,2.020720172554447,L-16,43.08471,-0.08822
Soum d'Ech Inner7,18.67934087072466,2.01378305489025,2.01378305489025,L-24,43.084990000000005,-0.08786000000000001
Soum d'Ech Inner7,25.104775469905867,2.0318283295463737,2.0318283295463737,L-25,43.08487,-0.08759
Soum d'Ech Inner7,24.544909384578247,2.029437939384804,2.029437939384804,L-26,43.0851,-0.08731
Soum d'Ech Inner7,27.130456946383497,2.0417613576860445,2.0417613576860445,L-27,43.08526,-0.08749
Soum d'Ech Inner7,22.081324619535152,2.020765091249939,2.020765091249939,L-35,43.08543,-0.08681
Soum d'Ech Inner7,27.589132847451815,2.044287870355546,2.044287870355546,L-36,43.08567,-0.08675
Soum d'Ech Inner7,19.90509788373202,2.0156272177657857,2.0156272177657857,L-37,43.08571,-0.08635
Soum d'Ech Inner7,27.660021909342003,2.044687424387209,2.044687424387209,L-38,43.08559,-0.08631
Soum d'Ech Inner7,26.06753321964706,2.0362992203250543,2.0362992203250543,L-39,43.08552,-0.0861
Soum d'Ech Inner7,28.22093747695563,2.0479343657848035,2.0479343657848035,L-40,43.08546,-0.08597
Soum d'Ech Inner7,21.28616260929415,2.0186120897550075,2.0186120897550075,L-41,43.08569,-0.08586
Soum d'Ech Inner7,20.935798312599296,2.0177640707036257,2.0177640707036257,L-42,43.08592,-0.08595
Soum d'Ech Inner7,27.28579081831408,2.042605573786343,2.042605573786343,L-43,43.08602,-0.08606
Soum d'Ech Inner7,24.726957204375328,2.0301982504886427,2.0301982504886427,L-44,43.08615,-0.08601
Soum d'Ech Inner7,27.42018649123527,2.0433454234761985,2.0433454234761985,L-45,43.086040000000004,-0.08575
Soum d'Ech Inner7,23.140333069105644,2.024123347216324,2.024123347216324,L-46,43.08616,-0.08575
Soum d'Ech Inner7,25.071210973236553,2.0316806718428593,2.0316806718428593,L-47,43.08602,-0.08562
Soum d'Ech Inner7,27.725907684508023,2.0450609537806375,2.0450609537806375,L-48,43.08612,-0.08527
